isbn,line_num,line_content
9788965422709,47,Day 36 It's like ~ 마치 ~ 같아
9788965422709,48,Day 37 It sounds like ~ ~인 것처럼 들려
9788965422709,49,Day 38 I'd like to ~ ~하고 싶어요
9788965422709,50,Day 39 Would you like to ~? ~하시겠어요?
9788965422709,53,Day 40 Can I get ~? ~(해) 줄 수 있어요?
9788965422709,54,Day 41 Can I get you ~? ~ 가져다줄까요?
9788965422709,55,Day 42 Can't you ~? 안/못 ~해?
9788965422709,56,Day 43 You can have ~ ~ 가져도/먹어도 돼
9788965422709,57,Day 44 I can't think of ~ ~이 생각나지 않아
9788965422709,58,Day 45 I can't wait to ~ 빨리 ~하고 싶어
9788965422709,59,Day 46 I can't stand ~ ~을 견딜 수 없어
9788965422709,60,Day 47 It can't be ~ 그게 ~일 리가 없어
9788965422709,63,Day 48 It's just ~ 그냥 ~일 뿐이야
9788965422709,64,Day 49 It's not just ~ 그냥 ~이 아니야
9788965422709,65,Day 50 It's nice to ~ ~하게 돼서 좋아
9788965422709,66,Day 51 It's time to ~ 이제 ~할 때야
9788965422709,67,Day 52 It's hard to ~ ~하기 어려워
9788965422709,68,Day 53 It's worth ~ ~할 만한 가치가 있어
9788965422709,71,Day 54 There's ~ ~가 있어
9788965422709,72,Day 55 Is there ~? ~가 있어?
9788965422709,73,Day 56 There's nothing ~ ~인 것이 아무것도 없어
9788965422709,74,Day 57 There was a lot of ~ ~이 많았어
9788965422709,75,Day 58 There must be ~ 분명 ~가 있을 거야
9788965422709,76,Day 59 That's what ~ 그게 바로 ~인 거야
9788965422709,77,Day 60 That's why ~ 그게 바로 ~인 이유야
9788965422709,78,Day 61 This is the only ~ 이것이 유일한 ~야
9788965422709,81,Day 62 I've got ~ 나 ~이 있어
9788965422709,82,Day 63 I've already ~ 나 이미 ~했어
9788965422709,83,Day 64 I've never ~ ~한 적이 전혀 없어
9788965422709,84,Day 65 Have you ever ~? (한 번이라도) ~해본 적 있어?
9788965422709,85,Day 66 You have to ~ 너 ~해야 해
9788965422709,86,Day 67 You don't have to ~ ~하지 않아도 돼
9788965422709,87,Day 68 Do I have to ~? 나 ~해야 해?
9788965422709,88,Day 69 You will have to ~ 너 ~해야 할 거야
9788965422709,89,Day 70 You may have to ~ 너 ~해야 할지도 몰라
9788965422709,92,Day 71 What a ~! 정말 ~다!
9788965422709,93,Day 72 What are you going to ~? 너 무엇을 ~할 거야?
9788965422709,94,Day 73 What happened to ~? ~에(게) 무슨 일이 있었어?
9788965422709,95,Day 74 What do you think of ~? ~에 대해 어떻게 생각해?
9788965422709,96,Day 75 What do you know about ~? ~에 대해 무엇을 알고 있어?
9788965422709,97,Day 76 What can I ~? 내가 무엇을 ~할 수 있을까?
9788965422709,98,Day 77 What should I ~? 내가 무엇을 ~해야 하지?
9788965422709,99,Day 78 Who else ~? 또 누가 ~해?
9788965422709,100,Day 79 Who wants to ~? 누구 ~하고 싶은 사람?
9788965422709,103,Day 80 How about ~? ~는 어때?
9788965422709,104,Day 81 How much is ~? ~은 얼마야?
9788965422709,105,Day 82 How was ~? ~는 어땠어?
9788965422709,106,Day 83 How can you ~? 어떻게 ~할 수 있어?
9788965422709,107,Day 84 How do you know ~? ~를 어떻게 알아?
9788965422709,108,Day 85 How often do you ~? 얼마나 자주 ~해?
9788965422709,111,Day 86 Where is ~? ~은 어디 있어?
9788965422709,112,Day 87 Where do you ~? 너 어디에(서) ~해?
9788965422709,113,Day 88 Why should I ~? 내가 왜 ~해야 해?
9788965422709,114,Day 89 Why don't you ~? ~해 보는 게 어때?
9788965422709,115,Day 90 Why didn't you ~? 왜 ~ 안 했어?
9788965422709,116,Day 91 Why are you so ~? 너 왜 그렇게 ~인 거야?
9788965422709,119,Day 92 I feel ~ ~인 느낌이 들어
9788965422709,120,Day 93 Feel free to ~ 부담 갖지 말고 ~해
9788965422709,121,Day 94 You look ~ 너 ~해 보여
9788965422709,122,Day 95 Let's go ~ 우리 ~에/하러 가자
9788965422709,123,Day 96 Let's not ~ 우리 ~하지 말자
9788965422709,124,Day 97 I was able to ~ 나 ~할 수 있었어
9788965422709,125,Day 98 I'll take care of ~ 내가 ~을 맡을게
9788965422709,126,Day 99 Thank you for ~ ~해줘서 고마워
9788965422709,127,Day 100 Don't make me ~ 날 ~하게 만들지 마
9788932015811,1,드리나 강의 다리
9788932015811,3,옮긴이 해설 ㅣ 이보 안드리치의 생애와 작품 세계
9788932015811,5,기획의 말
9788940678862,1,시작하기
9788940678862,2,지시어
9788940678862,3,기호
9788940678862,4,상수
9788940678862,5,문자함수
9788940678862,6,문자 class
9788940678862,7,수치함수
9788940678862,8,정수 / 큰정수 / 실수 class
9788940678862,9,날짜/시간 함수
9788940678862,10,날짜 class
9788940678862,11,시간 class
9788940678862,12,cImage class
9788940678862,13,배열 classes
9788940678862,14,문자들 class
9788940678862,15,정수들 class 함수
9788940678862,16,Images class 함수
9788940678862,17,항목 classes
9788940678862,18,정수 class
9788940678862,19,실수 class
9788940678862,20,cObject class
9788940678862,21,Object 함수
9788940678862,22,cButton class
9788940678862,23,cCalendar class
9788940678862,24,cChart class
9788940678862,25,cCheck class
9788940678862,26,cCombo class
9788940678862,27,cForm class
9788940678862,28,cImageBox class
9788940678862,29,cLabel class
9788940678862,30,cList class
9788940678862,31,cMedia class
9788940678862,32,cRadio class
9788940678862,33,cSplitter class
9788940678862,34,cFrame class
9788940678862,35,cEvent class
9788940678862,36,cFile class
9788940678862,37,DB 함수
9788940678862,38,cODBC class
9788940678862,39,cRegistry class
9788940678862,40,Dialog 함수
9788940678862,41,Help 함수
9788940678862,42,INI 서류 함수
9788940678862,43,Multimedia 함수
9788940678862,44,우편 함수
9788940678862,45,Print 함수
9788940678862,46,Report 함수
9788940678862,47,Report 함수
9788940678862,48,Table 함수
9788940678862,49,rec class
9788940678862,50,TextFile 함수
9788940678862,51,기타 함수
9788940678862,52,매크로 및 이벤트 액션
9788985905909,4,성종 태양을 위하여
9791197871214,1,들어가는 글 | 특별한 여행을 함께 떠나볼까요
9791197871214,4,[1부] 나라의 운명을 뒤흔든 사람들
9791143011060,1,정밀 의료의 혁명이 시작되다
9791192987422,5,추천 서문
9791189430764,3,생생 체험기 상상이 현실이 되다! 해외 미팅에서 3시간 동안 영어가 술술~
9791189184018,1,이 책을 내며...
9791189184018,2,코드로 배우는 스프링 웹 프로젝트 v2.0
9788974832278,1,글을 시작하기 전에
9788974832278,2,에 대하여
9788974832278,7,비고
9788974832278,9,제1편
9788974832278,10,지구 세계의 개론
9788974832278,11,6대주의 구역
9788974832278,12,나라의 구별
9788974832278,13,세계의 산
9788974832278,15,제2편
9788974832278,16,세계의 바다
9788974832278,17,세계의 강
9788974832278,18,세계의 호수
9788974832278,19,세계의 인종
9788974832278,20,세계의 물산
9788974832278,22,제3편
9788974832278,23,나라의 권리
9788974832278,24,국민의 교육
9788974832278,26,제4편
9788974832278,27,국민의 권리
9788974832278,28,인간 세상의 경쟁
9788974832278,30,제5편
9788974832278,31,정부의 시초
9788974832278,32,정부의 종류
9788974832278,33,정부의 정치 제도
9788974832278,35,제6편
9788974832278,36,정부의 직분
9788974832278,38,제7편
9788974832278,39,세금 거두는 법규
9788974832278,40,납세의 의무
9788974832278,42,제8편
9788974832278,43,세금이 쓰는 일들
9788974832278,44,정부에서 국채를 모집하여 사용하는 까닭
9788974832278,46,제9편
9788974832278,47,교육하는 제도
9788974832278,48,군대를 양성하는 제도
9788974832278,50,제10편
9788974832278,51,화폐의 근본
9788974832278,52,법률의 공도
9788974832278,53,경찰 제도
9788974832278,55,제11편
9788974832278,56,당파를 만드는 버릇
9788974832278,57,생계를 구하는 방법
9788974832278,58,건강을 돌보는 방법
9788974832278,60,제12편
9788974832278,61,애국하는 충성
9788974832278,62,어린이를 양육하는 방법
9788974832278,64,제13편
9788974832278,65,서양 학문의 내력
9788974832278,66,서양 군제의 내력
9788974832278,67,유럽 종교의 내력
9788974832278,68,학문의 갈래
9788974832278,70,제14편
9788974832278,71,상인의 대도
9788974832278,72,개화의 등급
9788974832278,74,제15편
9788974832278,75,결혼하는 절차
9788974832278,76,장사 지내는 예절
9788974832278,77,친구를 사귀는 법
9788974832278,78,여자를 대접하는 예절
9788974832278,80,제16편
9788974832278,81,옷.음식.집의 제도
9788974832278,82,농작과 목축의 현황
9788974832278,83,놀고 즐기는 모습
9788974832278,85,제17편
9788974832278,86,빈민 수용소
9788974832278,87,병원
9788974832278,88,정신박약아 학교
9788974832278,89,정신 병원
9788974832278,90,맹아원
9788974832278,91,농아원
9788974832278,92,교도소
9788974832278,93,박람회
9788974832278,94,박물관과 동.식물원
9788974832278,95,도서관
9788974832278,96,강연회
9788974832278,97,신문
9788974832278,99,제18편
9788974832278,100,증기기관
9788974832278,101,와트의 약전
9788974832278,102,기차
9788974832278,103,기선
9788974832278,104,전신기
9788974832278,105,전화기
9788974832278,106,회사
9788974832278,107,도시의 배치
9788974832278,109,제19편
9788974832278,110,각국 대도시의 모습
9788974832278,111,미국의 여러 대도시
9788974832278,112,영국의 여러 대도시
9788974832278,114,제20편
9788974832278,115,프랑스의 여러 대도시
9788974832278,116,독일의 여러 대도시
9788974832278,117,네덜란드의 여러 대도시
9788974832278,118,포르투칼의 여러 대도시
9788974832278,119,스페인의 여러 대도시
9788974832278,120,벨기에의 여러 대도시
9788974832278,123,연표
9791143008220,1,"AI 시대의 길을 찾는 지도와 칼, 생존 전략"
9791189909253,1,[1장] 더도 덜도 아닌 딱 마이크로서비스
9791189909253,2,마이크로서비스란 무엇인가?
9791189909253,3,독립적인 배포 가능성
9791189909253,4,비즈니스 도메인을 중심으로 하는 모델링
9791189909253,5,데이터 소유권 문제
9791189909253,6,마이크로서비스의 장점
9791189909253,7,마이크로서비스가 야기하는 문제점
9791189909253,8,사용자 인터페이스
9791189909253,9,기술
9791189909253,10,규모
9791189909253,11,소유권
9791189909253,12,모놀리스
9791189909253,13,단일 프로세스 모놀리스
9791189909253,14,분산 모놀리스
9791189909253,15,외부 블랙박스 시스템
9791189909253,16,모놀리스의 문제점
9791189909253,17,모놀리스의 장점
9791189909253,18,결합도와 응집력
9791189909253,19,응집력
9791189909253,20,결합도
9791189909253,21,더도 덜도 아닌 딱 도메인 주도 설계
9791189909253,22,집계
9791189909253,23,경계 컨텍스트
9791189909253,24,집계와 경계 컨텍스트를 마이크로서비스에 매핑
9791189909253,25,더 읽을거리
9791189909253,26,정리
9791189909253,28,[2장] 마이그레이션 계획하기
9791189909253,29,목표 이해하기
9791189909253,30,3가지 핵심 질문
9791189909253,31,왜 마이크로서비스를 선택하려 하는가?
9791189909253,32,팀 자율성 향상
9791189909253,33,시장 출시 시간 단축
9791189909253,34,부하를 다루기 위한 비용 효율적인 확장
9791189909253,35,견고성 향상
9791189909253,36,개발자 수 늘리기
9791189909253,37,신기술 수용
9791189909253,38,마이크로서비스는 어떤 경우에 나쁜 선택일까?
9791189909253,39,불분명한 도메인
9791189909253,40,스타트업
9791189909253,41,고객 설치형 소프트웨어와 관리형 소프트웨어
9791189909253,42,좋은 이유를 못 찾겠다!
9791189909253,43,균형 조정
9791189909253,44,사람들과 함께 여정을 떠나다
9791189909253,45,조직 변화 구현
9791189909253,46,위기감 조성
9791189909253,47,혁신 추진체 구성
9791189909253,48,비전과 전략 수립
9791189909253,49,변화 비전 전달
9791189909253,50,광범위한 조치를 위한 직원의 자율권 강화
9791189909253,51,단기적인 성과 창출
9791189909253,52,이익 통합과 더 많은 변화 추구
9791189909253,53,혁신 문화의 정립
9791189909253,54,점진적인 마이그레이션의 중요성
9791189909253,55,운영 환경은 중요하다
9791189909253,56,변화에 드는 비용
9791189909253,57,가역적 결정과 비가역적 결정
9791189909253,58,실험을 시도해볼 만한 곳
9791189909253,59,우리가 시작해야 할 지점은?
9791189909253,60,도메인 주도 설계
9791189909253,61,작업 범위를 얼마나 넓게 잡아야 할까?
9791189909253,62,이벤트 스토밍
9791189909253,63,우선순위 지정을 위한 도메인 모델 사용
9791189909253,64,결합된 모델
9791189909253,65,팀 재구성하기
9791189909253,66,변화하는 구조
9791189909253,67,만병통치약은 없다
9791189909253,68,변화 일으키기
9791189909253,69,전문 기술 변경하기
9791189909253,70,전환이 순조로운지 어떻게 확인할까?
9791189909253,71,정기 점검 사항
9791189909253,72,정량적인 측정
9791189909253,73,정성적인 측정
9791189909253,74,매몰 비용 오류 방지
9791189909253,75,새로운 방식에 마음을 열자
9791189909253,76,정리
9791189909253,78,[3장] 모놀리스 분할
9791189909253,79,"모놀리스를 그대로 둘 것인가, 바꿀 것인가?"
9791189909253,80,"잘라 내기, 복사 또는 재구현?"
9791189909253,81,모놀리스 리팩터링
9791189909253,82,마이그레이션 패턴
9791189909253,83,패턴: 교살자 무화과 애플리케이션
9791189909253,84,작동 원리
9791189909253,85,적용 대상
9791189909253,86,사례: HTTP 리버스 프록시
9791189909253,87,데이터?
9791189909253,88,프록시 옵션
9791189909253,89,프로토콜 변경
9791189909253,90,사례: FTP
9791189909253,91,사례: 메시지 가로채기
9791189909253,92,그 밖의 프로토콜
9791189909253,93,교살자 무화과 패턴의 다른 예
9791189909253,94,기능을 마이그레이션하는 동안 동작 방식 변경하기
9791189909253,95,패턴: UI 컴포지션
9791189909253,96,사례: 페이지 컴포지션
9791189909253,97,사례: 위젯 컴포지션
9791189909253,98,사례: 마이크로 프론트엔드
9791189909253,99,적용 대상
9791189909253,100,패턴: 추상화에 의한 분기
9791189909253,101,작동 원리
9791189909253,102,대체 메커니즘을 위한 분기 검증
9791189909253,103,적용 대상
9791189909253,104,패턴: 병행 실행
9791189909253,105,사례: 신용파생 가격 비교
9791189909253,106,사례: 홈게이트 목록
9791189909253,107,검증 기법
9791189909253,108,스파이 사용
9791189909253,109,깃허브 사이언티스트
9791189909253,110,어둠의 출시와 카나리아 릴리스
9791189909253,111,적용 대상
9791189909253,112,패턴: 협업자 데코레이터
9791189909253,113,사례: 멤버십 프로그램
9791189909253,114,적용 대상
9791189909253,115,패턴: 변경 데이터 캡처
9791189909253,116,사례: 멤버십 카드 발급
9791189909253,117,변경 데이터 캡처 구현
9791189909253,118,적용 대상
9791189909253,119,정리
9791189909253,121,[4장] 데이터베이스 분해
9791189909253,122,패턴: 공유 데이터베이스
9791189909253,123,패턴 다루기
9791189909253,124,적용 대상
9791189909253,125,그러나 수행할 수 없다!
9791189909253,126,패턴: 데이터베이스 뷰
9791189909253,127,공개된 계약으로서 데이터베이스
9791189909253,128,표현할 뷰
9791189909253,129,한계
9791189909253,130,소유권
9791189909253,131,적용 대상
9791189909253,132,패턴: 데이터베이스 래핑 서비스
9791189909253,133,적용 대상
9791189909253,134,패턴: 서비스로서 데이터베이스(DaaS) 인터페이스
9791189909253,135,매핑 엔진 구현
9791189909253,136,뷰와의 비교
9791189909253,137,적용 대상
9791189909253,138,소유권 양도
9791189909253,139,패턴: 집계를 외부에 공개하는 모놀리스
9791189909253,140,패턴: 데이터 소유권 변경
9791189909253,141,데이터 동기화
9791189909253,142,패턴: 애플리케이션에서 데이터 동기화
9791189909253,143,1단계: 데이터 대량 동기화
9791189909253,144,2단계: 이전 스키마에서 읽고 쓰기를 동기화
9791189909253,145,3단계: 새 스키마에서 읽고 쓰기를 동기화
9791189909253,146,이 패턴을 사용하는 사례
9791189909253,147,적용 대상
9791189909253,148,패턴: 예광탄 기록
9791189909253,149,데이터 동기화
9791189909253,150,사례: 스퀘어의 주문 처리
9791189909253,151,적용 대상
9791189909253,152,데이터베이스 분리
9791189909253,153,물리적 데이터베이스 분리 vs 논리적 데이터베이스 분리
9791189909253,154,"데이터베이스를 먼저 분할할까, 아니면 코드를 먼저 분할할까?"
9791189909253,155,데이터베이스를 먼저 분할
9791189909253,156,코드를 먼저 분할
9791189909253,157,데이터베이스와 코드를 함께 분할
9791189909253,158,그렇다면 무엇을 먼저 분할해야 할까?
9791189909253,159,스키마 분리 사례
9791189909253,160,패턴: 테이블 분할
9791189909253,161,적용 대상
9791189909253,162,패턴: 외래 키 관계를 코드로 이동
9791189909253,163,조인 이동
9791189909253,164,데이터 일관성
9791189909253,165,적용 대상
9791189909253,166,사례: 공유 정적 데이터
9791189909253,167,트랜잭션
9791189909253,168,ACID 트랜잭션
9791189909253,169,여전히 ACID이지만 원자성이 부족한가?
9791189909253,170,2단계 커밋
9791189909253,171,분산 트랜잭션? 그냥 아니라고 말하자
9791189909253,172,사가 패턴
9791189909253,173,사가 실패 모드
9791189909253,174,사가 패턴 구현
9791189909253,175,사가와 분산 트랜잭션의 비교
9791189909253,176,정리
9791189909253,178,[5장] 마이크로서비스 도입 과정에서 직면하는 문제와 해법
9791189909253,179,서비스가 늘어날수록 고충도 커지게 마련
9791189909253,180,규모에 맞는 소유권
9791189909253,181,문제가 드러나는 방식
9791189909253,182,문제가 드러나는 시점
9791189909253,183,잠재적인 해법
9791189909253,184,기존 호환성을 깨뜨리는 파괴적 변경
9791189909253,185,문제가 드러나는 방식
9791189909253,186,문제가 드러나는 시점
9791189909253,187,잠재적인 해법
9791189909253,188,리포팅
9791189909253,189,문제가 드러나는 시점
9791189909253,190,잠재적인 해법
9791189909253,191,모니터링과 트러블슈팅
9791189909253,192,문제가 드러나는 방식
9791189909253,193,문제가 드러나는 시점
9791189909253,194,잠재적인 해법
9791189909253,195,로컬에서 개발하는 동안 겪는 개발자 경험
9791189909253,196,문제가 드러나는 방식
9791189909253,197,문제가 드러나는 시점
9791189909253,198,잠재적인 해법
9791189909253,199,너무 많은 것들을 실행
9791189909253,200,문제가 드러나는 방식
9791189909253,201,문제가 드러나는 시점
9791189909253,202,잠재적인 해법
9791189909253,203,전 구간 테스트
9791189909253,204,문제가 드러나는 방식
9791189909253,205,문제가 드러나는 시점
9791189909253,206,잠재적인 해법
9791189909253,207,전역 최적화와 지역 최적화 비교
9791189909253,208,문제가 드러나는 방식
9791189909253,209,문제가 드러나는 시점
9791189909253,210,잠재적인 해법
9791189909253,211,견고성과 회복탄력성
9791189909253,212,문제가 드러나는 방식
9791189909253,213,문제가 드러나는 시점
9791189909253,214,잠재적인 해법
9791189909253,215,외톨이 서비스
9791189909253,216,문제가 드러나는 방식
9791189909253,217,문제가 드러나는 시점
9791189909253,218,잠재적인 해법
9791189909253,219,정리
9791189909253,221,마치면서
9791143011282,1,용재총화 권1
9791143011282,2,역대의 스승
9791143011282,3,역대의 문장가
9791143011282,4,역대의 명필
9791143011282,5,역대의 화가
9791143011282,6,역대의 음악가
9791143011282,7,역대의 도읍지
9791143011282,8,한양의 경승지
9791143011282,9,고금의 풍속
9791143011282,10,처용희(處容戱)
9791143011282,11,관화(觀火)
9791143011282,12,구나(驅儺)
9791143011282,13,대관(臺官)과 간관(諫官)
9791143011282,14,감찰(監察)의 신참례(新參禮)
9791143011282,15,승정원(承政院)
9791143011282,17,용재총화 권2
9791143011282,18,집현전(集賢殿)과 홍문관(弘文館)
9791143011282,19,과거제도(科擧制度)
9791143011282,20,동궁(東宮)
9791143011282,21,삼관(三館)의 면신례(免新禮)
9791143011282,22,성균관(成均館)
9791143011282,23,약밥[藥飯] 세시풍속(歲時風俗)
9791143011282,24,전경법(轉經法)
9791143011282,25,권초지례(捲草之禮)
9791143011282,26,예조(禮曹)
9791143011282,28,용재총화 권3
9791143011282,29,강감찬(姜邯贊)과 호승(虎僧)
9791143011282,30,영태(永泰)의 광대놀이
9791143011282,31,신돈(辛旽)의 호색
9791143011282,32,미친 척하고 난세를 피한 조운흘(趙云?)
9791143011282,33,최영(崔瑩)의 홍분(紅墳)
9791143011282,34,정몽주(鄭夢周)의 죽음
9791143011282,35,조반(趙?)의 슬픈 사랑
9791143011282,36,이제현(李齊賢)의 변언(變言)
9791143011282,37,황희(黃喜)의 도량
9791143011282,38,정초(鄭招)의 총명
9791143011282,39,정씨(鄭氏)의 귀신 이야기
9791143011282,41,용재총화 권4
9791143011282,42,정갑손(鄭甲孫)의 기량
9791143011282,43,버림받은 여승의 복수
9791143011282,44,배후문(裴珝文)과 이석정(李石貞)의 활 솜씨
9791143011282,45,비문(碑文)의 글씨
9791143011282,46,화생(化生)의 이치
9791143011282,47,이학(理學)에 밝은 최지(崔池)
9791143011282,49,용재총화 권5
9791143011282,50,비둘기 소동
9791143011282,51,사승(師僧)을 속인 상좌
9791143011282,52,도수승(渡水僧)
9791143011282,53,바보 사위
9791143011282,54,이 장군(李將軍)의 호색담
9791143011282,55,아내를 연모하다 뱀이 된 스님
9791143011282,56,정절의 어려움
9791143011282,57,안생(安生)의 사랑
9791143011282,58,명통사(明通寺) 장님의 어리석음
9791143011282,59,호색 장님의 어리석음
9791143011282,60,풍산수(豊山守)의 어리석음
9791143011282,61,흉내를 잘 내는 사람들
9791143011282,62,사냥꾼 김속시(金束時)
9791143011282,63,봉석주(奉石柱)의 탐욕
9791143011282,64,어우동(於于同)
9791143011282,65,윤통(尹統)의 속임수
9791143011282,66,목 서방 거안(睦書房擧案)
9791143011282,68,용재총화 권6
9791143011282,69,지불배(池佛陪)의 인색함
9791143011282,70,처녀의 음란한 시
9791143011282,71,세 유생(儒生)의 꿈과 해몽
9791143011282,72,키다리 스님 원심(遠心)
9791143011282,73,닭중[鷄僧] 신수(信修) 스님의 기행(奇行)
9791143011282,74,박생(朴生)의 호색과 낭패
9791143011282,75,최세원(崔勢遠) 형제의 해학
9791143011282,76,홍녀(洪女)에 반한 서거정(徐居正)
9791143011282,77,이차공(李次公)의 재담
9791143011282,78,신 모(辛某)의 비루함
9791143011282,80,용재총화 권7
9791143011282,81,임숙(任淑)과 이유한(李維翰)의 실수
9791143011282,82,이순몽(李順蒙)과 민발(閔發)의 발언
9791143011282,83,조수(潮水)
9791143011282,84,꿩의 맛
9791143011282,85,유사(類似)한 사물들
9791143011282,86,기우제
9791143011282,87,원각사(圓覺寺)
9791143011282,88,언문(諺文) 창제
9791143011282,89,유구(琉球) 사신이 본 세 가지 장관
9791143011282,90,활자의 종류와 주자법(鑄字法)
9791143011282,91,김종련(金宗蓮)의 우직함
9791143011282,92,박지번(朴之蕃)의 충직
9791143011282,93,토산물(土産物)
9791143011282,94,파리목사[蠅牧使]
9791143011282,96,용재총화 권8
9791143011282,97,승문원(承文院)
9791143011282,98,역대 문장가와 저술
9791143011282,99,향도(鄕徒)의 미풍
9791143011282,100,빙고(氷庫)
9791143011282,101,이름난 점쟁이들의 예언
9791143011282,102,속담 중의 격언
9791143011282,103,사람들의 억측
9791143011282,105,용재총화 권9
9791143011282,106,조선인과 중국인의 비교
9791143011282,107,온천(溫泉)
9791143011282,108,훈장(訓長)
9791143011282,109,승과(僧科)
9791143011282,110,독서당(讀書堂)
9791143011282,111,도성 밖의 원교(院橋)
9791143011282,112,기로연(耆老宴)과 기영회(耆英會)
9791143011282,113,제액(題額)
9791143011282,114,역대의 명장(名匠)
9791143011282,116,용재총화 권10
9791143011282,117,도자기
9791143011282,118,예조청사(禮曹廳舍)
9791143011282,119,궁궐 안팎의 샘과 못
9791143011282,120,종이
9791143011282,121,양잠
9791143011282,122,제단(祭壇)
9791143011282,123,시문선집(詩文選集)
9791143011282,124,삼포 왜인(三浦倭人)
9791143011282,125,여의(女醫)의 비술(秘術)
9791143011282,126,일본의 풍속
9791143011282,127,야인(野人)의 풍속
9791143011282,128,이정보(李廷甫)의 졸필
9791143011282,129,귀화인 설장수(?長壽)의 가문
9791143011282,130,귀화인 명승(明昇)과 진리(陳理)
9791143011282,131,우리나라의 거족(巨族)
9791143011282,134,지은이에 대해
9791143011282,135,옮긴이에 대해
9788909194464,1,소개 : 더 스마트한 세상에 오신 것을 환영합니다 스마터 비즈니스(Smarter Business)
9791171713066,5,*다른 그림 찾기
9791171713066,8,*나의 찐친은 누구?
9791171713066,11,*소맥이의 불편한 하루
9791171713066,14,*소맥이 표정 그리기
9788979869354,2,들어가는 말
9791143012067,1,"AI 시대, 한국어 교육의 새로운 패러다임"
9791186940174,3,작가의 말
9791199074453,1,문제편
9791199074453,2,1과목 데이터 이해
9791199074453,3,2과목 데이터 분석 기획
9791199074453,4,3과목 데이터 분석
9791199074453,7,1과목 데이터 이해
9791199074453,8,2과목 데이터 분석 기획
9791199074453,9,3과목 데이터 분석
9788946052666,3,A. 컴퓨터 구조 기본
9788942391059,2,화보 ●
9791140714995,1,첫째 마당 인공지능 개념 이해
9791140714995,3,UNIT 01 인공지능 개념 이해하기
9788954688581,3,주생전
9788954688581,4,"떠도는 주생, 배도를 만나다"
9788954688581,5,운명의 상대 선화를 만나다
9788954688581,6,꿈같은 하룻밤
9788954688581,7,"원망으로 죽은 배도, 둘 사이를 갈라놓다"
9788954688581,8,못다 한 사랑
9788954688581,10,운영전
9788954688581,11,폐허가 된 옛 수성궁에서 운영과 김진사를 만나다
9788954688581,12,안평대군의 의심을 산 운영의 시
9788954688581,13,운명적인 만남
9788954688581,14,궁궐 담을 넘다
9788954688581,15,죽음으로 맞서다
9788954688581,16,인간 세상을 돌아보며
9788954688581,18,최척전
9788954688581,19,전란으로 맺어진 인연
9788954688581,20,부부가 다시 이별하다
9788954688581,21,최척과 옥영이 이국에서 해후하다
9788954688581,22,천신만고 끝의 귀향
9788954688581,23,가족 품으로
9788954688581,25,상사동기
9788954688581,26,"봄날의 흥취, 미인을 만나다"
9788954688581,27,"김생, 상사동에서 애를 태우다"
9788954688581,28,하룻밤을 위해 궁궐 담을 넘다
9788954688581,29,"김생과 영영, 재회하다"
9788954688581,31,원본 「주생전」
9788954688581,32,원본 「운영전」
9788954688581,33,원본 「최척전」
9788954688581,34,원본 「상사동기」
9788946036888,1,1권
9788995062913,1,1권
9788970508863,1,이 책의 차례
9791189430788,4,"(허윤석 요한 신부, 천주교 신부?가톨릭대 신학박사?상장례학교 교장)"
9791189430788,6,들어가는 말 1 수술하는 피부과 의사의 20년 삶과 고민을 말하다
9791189430788,7,"(정찬우, 피부과 전문의)"
9791189430788,9,들어가는 말 2 행복은 얼굴에 있다
9791189430788,10,"(문혜영, 표정근육 트레이너)"
9791191334265,2,"공부하는 경영자들, 코치가 되다"
9791191334265,3,"(고현숙, 국민대학교 경영대학 교수 / 코칭경영원 대표코치)"
9791156005612,1,제1주차 자료 구조 및 알고리즘 기초
9791156005612,2,제2주차 배열 및 구조체 기초
9791156005612,3,제3주차 배열 및 구조체의 응용
9791156005612,4,제4주차 연결리스트 기초
9791156005612,5,제5주차 연결리스트 응용
9791156005612,6,제6주차 스택 기초
9791156005612,7,제7주차 스택 응용
9791156005612,8,제8주차 큐 기초
9791156005612,9,제9주차 큐 응용
9791156005612,10,제10주차 트리 기초
9791156005612,11,제11주차 트리 응용
9791156005612,12,제12주차 정렬
9791156005612,13,제13주차 그래프 기초 연습
9791156005612,14,제14주차 그래프 응용 실습
9791156005612,15,제15주차 해싱 기초 연습
9791156005612,16,제16주차 해싱 응용 연습
9791156122272,1,《독립운동 열전》을 펴내면서
9788947525954,2,공저자 서문
9788947525954,5,들어가는 글
9788946036895,1,1권
9791194383352,1,[이게 되네? PART 00] 제미나이 길들이기
9791160683912,1,출간사
9791160683912,4,시작하는 글
9791160683912,5,"1949년 늦가을, 서울대 사범대 교육실천강연회"
9791160683912,6,"박형규 목사, 청년 시절에 결정적인 영향을 끼친 분"
9791160683912,7,"김동길 교수, 오늘도 흠모하는 언제나 그리운 사람"
9791160683912,8,"원한경 박사, 연희(연세대)가 낳은 가장 훌륭한 졸업생"
9791160683912,9,해방공간의 시대적 과제와 한국 교회의 사회운동
9788996852131,2,웹 표준 퍼블리싱 Guide
9791189171070,2,「구운몽」을 읽기 전에
9791189171070,3,"함께 읽으면 재미있는 꿈 이야기, 「조신 설화」"
9791189171070,4,육관 대사의 제자 성진과 여덟 선녀의 만남
9791189171070,5,양소유로 다시 태어난 성진
9791189171070,6,버드나무 아래에서 마주친 인연
